epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,threshold_mean,threshold_std,lr
1,0.3075323416652095,0.7381074613541299,0.3682795605549508,0.3317417831819463,0.779251049296234,0.4852491775786605,0.6322501134374472,0.3540540635585785,0.16180500388145447,0.0003
2,0.2191958032752171,0.7921927971482184,0.5054011627440539,0.2860854672971449,0.8193041914510998,0.5496545635724872,0.6844793775117934,0.4324324429035187,0.17573635280132294,0.0003
3,0.19195282835000899,0.8080183501362499,0.5502363801860997,0.27963804524590724,0.8303057712376621,0.5686499142042446,0.6994778427209534,0.4648648202419281,0.18993060290813446,0.0003
4,0.17598938305432887,0.8174834830805144,0.5843840786283023,0.2674108933045905,0.8325678761605855,0.6001267558181038,0.7163473159893446,0.5021622180938721,0.1997719556093216,0.0003
5,0.1696136669263409,0.8197808833481426,0.598665423271503,0.2767054149901639,0.8298362728248426,0.5912414423483147,0.7105388575865786,0.5086486339569092,0.2087046504020691,0.0003
6,0.16486330512747965,0.8213189097099137,0.5969807300148021,0.2722923744271049,0.8351631643560491,0.5985986800968267,0.7168809222264378,0.5216215252876282,0.21431869268417358,0.0003
7,0.1610749021716707,0.8233039367202453,0.6184983203087012,0.26219338555890626,0.8403368281159231,0.611257338336395,0.7257970832261591,0.5248648524284363,0.21772313117980957,0.0003
8,0.1534623335718294,0.8282792834300958,0.6325657174548575,0.2704092677716402,0.8376999715577687,0.6021129768793645,0.7199064742185666,0.5389189124107361,0.21585510671138763,0.0003
9,0.14865855140062104,0.8309025476477456,0.6451692254356903,0.2659523941298866,0.8426342390680444,0.6211117948780214,0.7318730169730329,0.5632432103157043,0.24297764897346497,0.0003
10,0.15057258104347465,0.828004936700452,0.6365112028609407,0.26962349349398385,0.8379365862552393,0.6118968060797793,0.7249166961675093,0.5529729723930359,0.23578350245952606,0.0003
11,0.14347130205488123,0.8339400603701708,0.6554914115060303,0.27971865096601234,0.8408032131841636,0.604786529466881,0.7227948713255223,0.5281081199645996,0.21802353858947754,0.0003
12,0.1417728763152928,0.8342920271634482,0.6527084380952644,0.2695811861141211,0.8438272217125762,0.6265992668647181,0.7352132442886472,0.5508108139038086,0.23428300023078918,0.0003
13,0.13797569215970443,0.836812273482846,0.6589012236159811,0.27290357158623435,0.8444299262162905,0.6161145238892178,0.7302722250527542,0.5713513493537903,0.24248890578746796,0.0003
14,0.14445616566607186,0.8314306670863969,0.6383013417617427,0.27559417228384203,0.8434548941161382,0.6232507660851895,0.7333528301006638,0.5600000023841858,0.24490481615066528,0.0003
15,0.13216403060945198,0.8412821457117873,0.6920151587377926,0.2780303348527334,0.8479647512300612,0.6245293822169619,0.7362470667235115,0.5602702498435974,0.2528805434703827,0.0003
16,0.12807995006977016,0.8440018658183133,0.6941686266393299,0.29206814247315743,0.8391014040174206,0.6031272503302404,0.7211143271738305,0.5932432413101196,0.2523409426212311,0.0003
17,0.13912341376492324,0.8344540104867889,0.6343597411352714,0.2745031679594985,0.846710443592091,0.6254250613112233,0.7360677524516572,0.6129729747772217,0.24719907343387604,0.0003
18,0.1276838666741909,0.8441581101423741,0.6920393132267659,0.28448725330745583,0.8487619055540365,0.6299186460098208,0.7393402757819287,0.5578378438949585,0.25163397192955017,0.0003
19,0.12585071222781624,0.84544227471585,0.6963846113002864,0.288421214479214,0.8440698511229023,0.6228410499905532,0.7334554505567278,0.537297248840332,0.23946616053581238,0.0003
